update,mean_reward,success_rate,mean_episode_length,river_fall_rate,policy_loss,value_loss,entropy,maze_size
520,88.32987213134766,0.0,127.2,0.0,-8.077698294073343e-05,273.17504501342773,0.7113004922866821,20
521,98.83185577392578,0.0,139.08,0.0,-0.0013630942557938397,274.4274024963379,0.7081803977489471,20
522,98.83185577392578,0.0,139.08,0.0,-0.001032424159348011,119.05295181274414,0.6997937187552452,20
523,98.37785339355469,0.0,140.72,0.0,2.5896355509757996e-05,271.59788703918457,0.7121004238724709,20
524,98.37785339355469,0.0,140.72,0.0,-0.0009849350899457932,116.92976760864258,0.7021088674664497,20
525,92.7128677368164,0.0,132.12,0.0,0.0010816575959324837,273.6037712097168,0.6840837672352791,20
526,96.67886352539062,0.0,133.76,0.0,-0.003872860223054886,242.3934383392334,0.6955278441309929,20
527,96.67886352539062,0.0,133.76,0.0,-0.0007440363988280296,126.95510005950928,0.7080118954181671,20
528,83.53886413574219,0.0,125.16,0.0,-0.0025615026243031025,278.6385803222656,0.7089747115969658,20
529,87.73987579345703,0.0,126.8,0.0,0.0003501465544104576,558.3825759887695,0.7188009321689606,20
530,87.73987579345703,0.0,126.8,0.0,-0.0030340999364852905,1632.1027030944824,0.7337566912174225,20
531,81.83991241455078,0.0,118.2,0.0,-0.00218020798638463,601.6946907043457,0.731874018907547,20
532,90.44688415527344,0.0,130.08,0.0,-0.0037213171017356217,240.52397346496582,0.7221546322107315,20
533,90.44688415527344,0.0,130.08,0.0,-0.003525686450302601,161.87969779968262,0.7417841404676437,20
534,88.7178726196289,0.0,131.72,0.0,0.0025803622556850314,308.08326721191406,0.738384060561657,20
535,88.7178726196289,0.0,131.72,0.0,-0.008684069209266454,151.79667949676514,0.7454190328717232,20
536,80.24288940429688,0.0,123.12,0.0,-0.00010015629231929779,260.9545364379883,0.7463804930448532,20
537,87.88389587402344,0.0,124.76,0.0,-0.0001547455321997404,316.9186134338379,0.751779206097126,20
538,87.88389587402344,0.0,124.76,0.0,-0.0005355863831937313,108.5477819442749,0.7378196865320206,20
539,78.78890991210938,0.0,116.16,0.0,-0.0010648197494447231,293.2220096588135,0.7134059220552444,20
540,80.91990661621094,0.0,117.8,0.0,-0.005109051009640098,247.34357070922852,0.7079780921339989,20
541,80.91990661621094,0.0,117.8,0.0,-0.002076392062008381,110.48373985290527,0.7052911892533302,20
542,71.00493621826172,0.0,109.2,0.0,-0.0021030785283073783,282.74027824401855,0.7061103358864784,20
543,83.99191284179688,0.0,121.08,0.0,-0.00043258536607027054,270.7989864349365,0.7035371512174606,20
544,83.99191284179688,0.0,121.08,0.0,0.0005913544446229935,98.93314552307129,0.7196514382958412,20
545,87.19792175292969,0.0,122.72,0.0,-0.003482208267087117,266.215425491333,0.7334778010845184,20
546,97.42987060546875,0.0,134.6,0.0,0.00025805551558732986,251.11893463134766,0.7314430326223373,20
547,97.42987060546875,0.0,134.6,0.0,-0.0011971201747655869,95.62338638305664,0.724055677652359,20
548,101.55587005615234,0.0,136.24,0.0,-0.000421939417719841,227.67505836486816,0.7233088240027428,20
549,101.55587005615234,0.0,136.24,0.0,-0.005433169659227133,65.8058876991272,0.7237006351351738,20
550,98.36090087890625,0.0,127.64,0.0,0.0023923171684145927,291.8347339630127,0.7121871188282967,20
551,101.33186340332031,0.0,129.28,0.0,-0.004601585620548576,261.95848274230957,0.718007281422615,20
552,101.33186340332031,0.0,129.28,0.0,0.001330554485321045,106.5136308670044,0.7446003928780556,20
553,94.4668960571289,0.0,120.68,0.0,-0.00035502761602401733,260.1041507720947,0.7642241343855858,20
554,106.01385498046875,0.0,132.56,0.0,-0.0003833896480500698,232.14170837402344,0.7857745066285133,20
555,107.73786163330078,0.0,133.73,0.01,-0.0009380639530718327,425.2849235534668,0.7901748493313789,20
556,107.96685791015625,0.0,134.44,0.01,-0.0008732043788768351,232.7221221923828,0.7930124327540398,20
557,116.24083709716797,0.0,144.0,0.01,-0.0003857305273413658,249.08300018310547,0.8192944824695587,20
558,116.76383972167969,0.0,145.17,0.01,-0.00041707418859004974,143.86312675476074,0.8299107477068901,20
559,119.11785125732422,0.0,145.88,0.01,-0.004410201916471124,224.43395805358887,0.8446706607937813,20
560,116.98685455322266,0.0,144.49,0.01,-0.0015428147744387388,119.85071086883545,0.8132682666182518,20
561,109.22186279296875,0.0,138.69,0.01,-0.0008030491881072521,242.15431213378906,0.7918915152549744,20
562,112.62586212158203,0.0,139.4,0.01,-0.0008744192309677601,205.81143856048584,0.7769778370857239,20
563,109.37487030029297,0.0,138.01,0.01,0.0010807397775352001,131.44362449645996,0.7619558796286583,20
564,102.62489318847656,0.0,132.21,0.01,-0.0013616927899420261,276.863000869751,0.7668782249093056,20
565,105.72886657714844,0.0,132.92,0.01,-0.0022949923877604306,226.85487937927246,0.7657887190580368,20
566,103.8628921508789,0.0,131.53,0.01,-0.0024895918322727084,119.22141981124878,0.7431911677122116,20
567,97.71987915039062,0.0,124.56,0.01,-0.0006137941963970661,314.0017509460449,0.7344738990068436,20
568,100.78887939453125,0.0,134.12,0.01,-0.0016730264760553837,289.12443351745605,0.734516479074955,20
569,101.91688537597656,0.0,135.29,0.01,-0.002914697863161564,114.67942142486572,0.7386632710695267,20
570,103.67086029052734,0.0,136.0,0.01,-0.001800949190510437,222.02476501464844,0.7387090027332306,20
571,101.52487182617188,0.0,134.61,0.01,0.0001738928258419037,289.6556911468506,0.7336185649037361,20
572,95.23989868164062,0.0,128.81,0.01,0.0008232239633798599,335.45578384399414,0.7272465750575066,20
573,96.68888854980469,0.0,129.52,0.01,-0.0013657500967383385,272.00030517578125,0.7326588034629822,20
574,94.92790985107422,0.0,128.13,0.01,-0.001921437680721283,166.33478260040283,0.7317816764116287,20
575,90.13589477539062,0.0,122.09,0.0,0.0014649106888100505,290.7964057922363,0.7271285280585289,20
576,92.85289001464844,0.0,125.12,0.0,0.0006994714494794607,250.86647033691406,0.7237929701805115,20
577,91.16189575195312,0.0,123.73,0.0,-0.00189766357652843,148.34155750274658,0.727168396115303,20
578,86.5859146118164,0.0,117.69,0.0,-0.0009869369678199291,250.03753852844238,0.7231801897287369,20
579,94.52989196777344,0.0,128.4,0.0,-4.3953186832368374e-05,234.38515663146973,0.7196384817361832,20
580,95.41291046142578,0.0,129.57,0.0,-0.0022955319727770984,133.81128883361816,0.7234422042965889,20
581,98.71089935302734,0.0,130.04,0.0,-0.0016954424791038036,273.1725425720215,0.7143924087285995,20
582,97.78990173339844,0.0,128.65,0.0,0.0005725211813114583,121.32249450683594,0.7029253169894218,20
583,90.08389282226562,0.0,122.13,0.01,-0.007801050785928965,250.00185012817383,0.7046008408069611,20
584,89.97390747070312,0.0,121.23,0.01,0.00028076907619833946,369.0954246520996,0.7016349136829376,20
585,87.61791229248047,0.0,119.84,0.01,-0.0012444646563380957,295.96720600128174,0.7047711312770844,20
586,82.45292663574219,0.0,114.99,0.01,-0.0003402803558856249,370.25346755981445,0.7091102078557014,20
587,87.30192565917969,0.0,116.65,0.01,-0.000528932549059391,331.998291015625,0.7093594446778297,20
588,86.14093780517578,0.0,115.26,0.01,-0.0007873661816120148,118.77366161346436,0.7089744508266449,20
589,82.88093566894531,0.0,110.41,0.01,0.00027212779968976974,307.27943420410156,0.7072683349251747,20
590,96.70591735839844,0.0,122.31,0.01,-0.0006082314066588879,268.8407382965088,0.7066256627440453,20
591,97.88391876220703,0.0,123.48,0.01,-0.0011716221924871206,126.59149837493896,0.7033307775855064,20
592,98.02891540527344,0.0,122.58,0.01,-0.0010652256896719337,301.2754135131836,0.7135108113288879,20
593,105.01490020751953,0.0,130.97,0.01,-3.495160490274429e-05,248.2720546722412,0.7176463827490807,20
594,105.3019027709961,0.0,131.7,0.01,-0.0029967953450977802,137.13591861724854,0.7198862880468369,20
595,107.14190673828125,0.0,130.8,0.01,-0.0014020149828866124,229.6451301574707,0.7240278571844101,20
596,104.76591491699219,0.0,129.41,0.01,0.001276918686926365,143.68687438964844,0.7120770514011383,20
597,100.75088500976562,0.0,124.56,0.01,-0.0018976517021656036,276.5707149505615,0.7194432467222214,20
598,103.21588897705078,0.0,123.66,0.01,-0.003099088848102838,241.38754081726074,0.7481990903615952,20
599,101.84989929199219,0.0,122.27,0.01,-0.000510556623339653,126.08630657196045,0.7421911135315895,20
600,95.83491516113281,0.0,117.42,0.01,-0.0018853344954550266,304.9285659790039,0.7374446541070938,20
601,106.40986633300781,0.0,129.32,0.01,0.00030943378806114197,421.496244430542,0.7282213196158409,20
602,106.48786926269531,0.0,130.49,0.01,-0.0007406361401081085,1419.2650833129883,0.7166512161493301,20
603,102.61487579345703,0.0,131.0,0.0,-0.004128587577724829,530.1896457672119,0.7234931066632271,20
604,105.412841796875,0.0,140.32,0.0,-0.00046945828944444656,418.1522521972656,0.7441690862178802,20
605,105.87583923339844,0.0,141.49,0.0,-0.0015677697956562042,231.29784679412842,0.7294217571616173,20
606,104.88385772705078,0.0,141.96,0.0,-0.0008990243077278137,260.0569820404053,0.7368998378515244,20
607,103.08285522460938,0.0,140.57,0.0,-0.003089524805545807,145.533522605896,0.7460620254278183,20
608,98.11186218261719,0.0,134.53,0.0,-0.0006853185477666557,252.6596565246582,0.7384983152151108,20
609,95.2648696899414,0.0,135.0,0.0,-0.0010403816122561693,240.07741928100586,0.7409877106547356,20
610,91.8238754272461,0.0,133.61,0.0,-0.0029891543090343475,156.5374517440796,0.7360424399375916,20
611,86.34786224365234,0.0,127.57,0.0,-0.000598669983446598,270.6957550048828,0.7187513783574104,20
612,87.32488250732422,0.0,130.6,0.0,-0.0010639994870871305,202.401198387146,0.7145830765366554,20
613,86.12388610839844,0.0,129.21,0.0,-0.0012248223647475243,180.58881378173828,0.7396002858877182,20
614,81.64891052246094,0.0,124.56,0.0,-0.0010179958771914244,369.656681060791,0.753002718091011,20
615,89.12688446044922,0.0,133.88,0.0,-0.002144327387213707,237.39702033996582,0.7592147216200829,20
616,90.37488555908203,0.0,135.05,0.0,2.7788802981376648e-05,83.49070501327515,0.745471827685833,20
617,90.94287872314453,0.0,135.52,0.0,0.0008799214847385883,301.5214500427246,0.7438595443964005,20
618,88.67188262939453,0.0,134.13,0.0,-0.0009344257414340973,116.44027328491211,0.7415731549263,20
619,84.0359115600586,0.0,128.09,0.0,0.00035693123936653137,249.00404167175293,0.7311813235282898,20
620,85.63888549804688,0.0,128.56,0.0,0.00019344966858625412,258.64549255371094,0.7152958586812019,20
621,82.90789794921875,0.0,127.17,0.0,-0.0034135673195123672,230.88305473327637,0.7350592985749245,20
622,77.54191589355469,0.0,121.13,0.0,-0.0008894200436770916,309.58423805236816,0.7414583712816238,20
623,92.1739273071289,0.0,124.16,0.0,-0.0010940264910459518,218.33370113372803,0.7380152270197868,20
624,90.5329360961914,0.0,122.77,0.0,-0.00042988144559785724,110.25609970092773,0.7445294335484505,20
625,87.18692016601562,0.0,116.73,0.0,-0.00021008122712373734,267.70658683776855,0.7538363412022591,20
626,97.02091979980469,0.0,127.44,0.0,-0.0036193763371556997,271.70529079437256,0.7507058531045914,20
627,97.3639144897461,0.0,128.61,0.0,0.00130452960729599,121.40540790557861,0.7479301616549492,20
628,97.78694152832031,0.0,129.08,0.0,-0.0013391706161201,256.5219917297363,0.7704965397715569,20
629,96.02093505859375,0.0,127.69,0.0,-0.00045379670336842537,147.75891780853271,0.7761166393756866,20
630,90.92491912841797,0.0,121.65,0.0,-0.0007919035851955414,296.9832954406738,0.7672206163406372,20
631,91.56294250488281,0.0,122.12,0.0,-0.0007344225887209177,218.76635551452637,0.7694119140505791,20
632,90.42193603515625,0.0,120.73,0.0,0.000960037112236023,162.8819694519043,0.7759329527616501,20
633,86.3559341430664,0.0,114.69,0.0,-0.0008652594406157732,333.2611541748047,0.7697319388389587,20
634,89.62290954589844,0.0,117.72,0.0,-0.0011042021214962006,403.09038162231445,0.7746668383479118,20
635,86.1969223022461,0.0,116.33,0.0,-0.0009661652147769928,237.07535552978516,0.7810254096984863,20
636,80.66593933105469,0.0,110.29,0.0,-0.0010814449051395059,300.37884521484375,0.7727979868650436,20
637,90.21990966796875,0.0,121.0,0.0,-0.0038786884397268295,235.60585975646973,0.7892369329929352,20
638,91.55291748046875,0.0,122.17,0.0,0.0012200827477499843,127.36592292785645,0.7807370349764824,20
639,92.00093078613281,0.0,122.64,0.0,-0.002519152592867613,281.1770267486572,0.777724988758564,20
640,99.84091186523438,0.0,129.84,0.0,0.0004950081929564476,232.13916969299316,0.7655996903777122,20
641,101.44792175292969,0.0,130.57,0.0,-0.0034872055402956903,106.04122734069824,0.7672881931066513,20
642,104.2259292602539,0.0,131.04,0.0,0.0002116132527589798,252.11954498291016,0.7734828889369965,20
643,102.3149185180664,0.0,129.65,0.0,-0.0035473275929689407,105.91268157958984,0.7777868658304214,20
644,94.25891876220703,0.0,123.61,0.0,0.001799470279365778,354.03470611572266,0.7983652055263519,20
645,94.471923828125,0.0,124.08,0.0,-0.0017903798725456,225.70737075805664,0.8136747553944588,20
646,92.76593017578125,0.0,122.69,0.0,-0.001618057256564498,111.1005859375,0.817035585641861,20
647,88.06993103027344,0.0,116.65,0.0,-0.0021494443935807794,237.3428783416748,0.782205730676651,20
648,98.65889739990234,0.0,127.36,0.0,-0.002167020458728075,210.06415367126465,0.7554000467061996,20
649,99.9618911743164,0.0,128.53,0.0,0.00045845494605600834,118.07641506195068,0.7348134219646454,20
650,101.5549087524414,0.0,129.0,0.0,-0.0025294432416558266,234.2861042022705,0.7562307640910149,20
651,105.64788055419922,0.0,138.32,0.0,0.0005350178107619286,406.2855739593506,0.783569797873497,20
652,106.62088012695312,0.0,139.49,0.0,-0.006182843819260597,145.0257396697998,0.7836806699633598,20
653,107.63887786865234,0.0,139.96,0.0,0.0009654739405959845,247.50235176086426,0.778806634247303,20
654,105.45787048339844,0.0,138.57,0.0,-0.0030059730634093285,157.0194387435913,0.7977978140115738,20
655,100.01690673828125,0.0,132.53,0.0,0.003496771096251905,306.82423210144043,0.8104992061853409,20
656,99.56490325927734,0.0,133.0,0.0,-0.0021352299954742193,300.3016872406006,0.8306446596980095,20
657,99.40889739990234,0.0,131.61,0.0,-0.002379006240516901,107.66290950775146,0.8265773504972458,20
658,92.77789306640625,0.0,125.57,0.0,-0.0005465471185743809,274.61379623413086,0.8084529936313629,20
659,98.0348892211914,0.0,128.6,0.0,3.3118994906544685e-06,236.98941040039062,0.837037019431591,20
660,94.95388793945312,0.0,127.21,0.0,0.0015816977247595787,197.7816162109375,0.8402526900172234,20
661,87.94690704345703,0.0,123.73,0.0,-0.005263512954115868,256.8656578063965,0.8412320986390114,20
662,90.74588775634766,0.0,134.44,0.0,0.00015145493671298027,229.83373260498047,0.8589273020625114,20
663,92.02888488769531,0.0,135.61,0.0,-0.002566436305642128,271.9327039718628,0.8389698714017868,20
664,96.076904296875,0.0,136.08,0.0,0.00013519584899768233,315.42809104919434,0.8257912248373032,20
665,94.61589813232422,0.0,134.69,0.0,-0.0035086030839011073,111.69409704208374,0.8158648163080215,20
666,89.4098892211914,0.0,128.65,0.0,0.0011959555558860302,512.6923446655273,0.7569113522768021,20
667,88.66789245605469,0.0,129.12,0.0,-0.000609592127148062,238.74126052856445,0.7552605345845222,20
668,86.03189086914062,0.0,127.73,0.0,-0.006592564284801483,140.4028491973877,0.7637417912483215,20
669,81.06591033935547,0.0,121.69,0.0,-0.002717550261877477,302.57606506347656,0.7568386420607567,20
670,88.19290161132812,0.0,124.72,0.0,-0.0019909567199647427,235.53541946411133,0.7681604102253914,20
671,86.14691162109375,0.0,123.33,0.0,-0.001231448259204626,234.55407810211182,0.7769670858979225,20
672,83.28092956542969,0.0,117.29,0.0,-0.0015391770284622908,283.27355003356934,0.7835539802908897,20
673,94.10490417480469,0.0,128.0,0.0,0.0005769743584096432,277.63988876342773,0.7896706536412239,20
674,95.56790161132812,0.0,129.17,0.0,-0.003908321727067232,89.25249004364014,0.7745636329054832,20
675,96.20590209960938,0.0,129.64,0.0,0.002670064801350236,297.5170269012451,0.7363016530871391,20
676,98.38587951660156,0.0,136.84,0.0,0.0011724557261914015,275.21605491638184,0.7210878804326057,20
677,98.212890625,0.0,137.57,0.0,-0.002385960426181555,170.67586994171143,0.7304969653487206,20
678,99.98588562011719,0.0,138.04,0.0,-0.0011993716470897198,198.22405433654785,0.7501607909798622,20
679,97.41490173339844,0.0,136.65,0.0,-0.003481792751699686,119.83274745941162,0.7609488517045975,20
680,94.27888488769531,0.0,130.61,0.0,0.0010053969454020262,244.6885757446289,0.7481330707669258,20
681,96.556884765625,0.0,131.08,0.0,-0.0014121192507445812,220.33111190795898,0.7791659757494926,20
682,98.05088806152344,0.0,129.69,0.0,-0.000832398422062397,206.0390453338623,0.7797612771391869,20
683,90.01991271972656,0.0,123.65,0.0,-0.002442193916067481,236.91436576843262,0.7703053131699562,20
684,97.72388458251953,0.0,134.36,0.0,-0.00040172762237489223,284.47386169433594,0.7609622031450272,20
685,98.7968978881836,0.0,135.53,0.0,-8.812174201011658e-05,884.1040287017822,0.7872257828712463,20
686,95.23988342285156,0.0,136.0,0.0,-0.0015936897252686322,704.1288433074951,0.8079688623547554,20
687,95.98286437988281,0.0,145.32,0.0,0.002669045003131032,286.10989570617676,0.813816748559475,20
688,97.04086303710938,0.0,146.49,0.0,-0.0024749748408794403,168.29898643493652,0.7926752790808678,20
689,97.82886505126953,0.0,146.96,0.0,-0.0011759279295802116,243.80653762817383,0.7991946786642075,20
690,96.25286865234375,0.0,145.57,0.0,-0.0008375021861866117,127.34514904022217,0.8004087954759598,20
691,90.72688293457031,0.0,139.53,0.0,-0.0034656630596145988,404.26695251464844,0.8037766590714455,20
692,89.389892578125,0.0,140.0,0.0,-0.00013280136045068502,209.4137773513794,0.8419701009988785,20
693,87.61890411376953,0.0,138.61,0.0,-0.002905537374317646,114.6787223815918,0.8858291357755661,20
694,79.7579116821289,0.0,132.57,0.0,-0.0017959591932594776,261.9758071899414,0.8888063356280327,20
695,84.41490173339844,0.0,135.6,0.0,-0.000378516037017107,219.87476539611816,0.8987302631139755,20
696,84.04890441894531,0.0,134.21,0.0,-0.0005092118808533996,177.60739707946777,0.8561620861291885,20
697,81.59392547607422,0.0,129.56,0.0,8.093204814940691e-05,240.52972793579102,0.8381693065166473,20
698,90.01688385009766,0.0,138.88,0.0,-0.0011015471536666155,254.1676197052002,0.8232521861791611,20
699,91.16488647460938,0.0,140.05,0.0,-0.0006261048838496208,99.82384157180786,0.808941550552845,20
700,93.32289123535156,0.0,140.52,0.0,-6.581249181181192e-05,239.07231616973877,0.7946070954203606,20
701,91.59689331054688,0.0,139.13,0.0,-0.002331004594452679,125.80412483215332,0.8116360604763031,20
702,88.5708999633789,0.0,133.09,0.0,-0.0011219196021556854,296.48693656921387,0.8119137734174728,20
703,90.9839096069336,0.0,133.56,0.0,-0.0037514844443649054,220.42534828186035,0.796618677675724,20
704,88.30290985107422,0.0,132.17,0.0,0.0022279034601524472,115.71350526809692,0.7900203242897987,20
705,88.85690307617188,0.0,126.13,0.0,-0.0013224510184954852,299.37700843811035,0.8031449019908905,20
706,93.25890350341797,0.0,129.16,0.0,-0.0006479064468294382,198.30674743652344,0.8262265101075172,20
707,98.35291290283203,0.0,127.77,0.0,-0.0012775924988090992,86.34496736526489,0.8049680218100548,20
708,94.60690307617188,0.0,121.73,0.0,0.0012483077589422464,318.4039497375488,0.7858220189809799,20
709,104.72589111328125,0.0,132.44,0.0,-0.003040504641830921,227.42122840881348,0.8035119846463203,20
710,105.40390014648438,0.0,133.61,0.0,-0.0016238593962043524,89.45628786087036,0.8124246299266815,20
711,105.88191223144531,0.0,134.08,0.0,0.0006839439738541842,239.05974769592285,0.8456442356109619,20
712,105.055908203125,0.0,132.69,0.0,-0.0032515432685613632,78.68536472320557,0.8549634888768196,20
713,99.32489013671875,0.0,126.65,0.0,-5.246233195066452e-05,226.8550205230713,0.8726734146475792,20
714,102.26290130615234,0.0,127.12,0.0,-0.002199329435825348,233.6007308959961,0.849686361849308,20
715,99.74689483642578,0.0,125.73,0.0,-0.00204626377671957,115.76282453536987,0.8397859930992126,20
716,94.73091125488281,0.0,119.69,0.0,-0.0013154251500964165,267.93893814086914,0.8455431014299393,20
717,96.31289672851562,0.0,122.72,0.0,-0.000822034664452076,246.66765022277832,0.8137308806180954,20
718,93.68690490722656,0.0,121.33,0.0,-0.0032617226243019104,117.38064432144165,0.8171697705984116,20
719,82.41092681884766,0.0,115.29,0.0,0.003338000737130642,264.0207214355469,0.8028352856636047,20
720,87.16493225097656,0.0,126.0,0.0,-0.002050657756626606,269.5041618347168,0.807402677834034,20
721,87.66793823242188,0.0,127.17,0.0,-0.0033327899873256683,521.6278791427612,0.8527958765625954,20
722,82.58590698242188,0.0,127.64,0.0,-0.001904764212667942,448.98800468444824,0.8551720380783081,20
723,85.50592041015625,0.0,134.84,0.0,-0.0008181126322597265,391.3771228790283,0.8444244265556335,20
724,86.83792114257812,0.0,135.57,0.0,-0.0016089053824543953,131.64526557922363,0.787858709692955,20
725,88.38092041015625,0.0,136.04,0.0,-0.001281412085518241,229.86523056030273,0.8262452185153961,20
726,86.34493255615234,0.0,134.65,0.0,-0.003594242502003908,125.25508451461792,0.8328253477811813,20
727,80.01891326904297,0.0,128.61,0.0,-0.000343438470736146,338.37979888916016,0.8111987859010696,20
728,76.29690551757812,0.0,129.08,0.0,-0.0022177062928676605,311.07309341430664,0.8322839662432671,20
729,73.91592407226562,0.0,127.69,0.0,-0.0006786485901102424,122.61996841430664,0.8444177135825157,20
730,69.21493530273438,0.0,121.65,0.0,-0.0017171523068100214,257.6749839782715,0.8585309907793999,20
731,77.70890808105469,0.0,132.36,0.0,0.00038851515273563564,297.16146659851074,0.8543189093470573,20
732,78.61691284179688,0.0,133.53,0.0,-0.0010466755193192512,209.6905288696289,0.8514415845274925,20
733,78.17491912841797,0.0,134.0,0.0,-0.0011266469955444336,256.85942459106445,0.8072262033820152,20
734,86.21788787841797,0.0,143.32,0.0,-0.0009444542229175568,235.87643241882324,0.8233924433588982,20
735,86.98088836669922,0.0,144.49,0.0,0.00023120827972888947,206.61232566833496,0.806087002158165,20
736,88.90888977050781,0.0,144.96,0.0,-0.001602585893124342,258.94588470458984,0.8160158917307854,20
737,87.40289306640625,0.0,143.57,0.0,-0.0002624792978167534,101.99182415008545,0.8226091340184212,20
738,82.32189178466797,0.0,137.53,0.0,8.87908972799778e-05,291.22524070739746,0.7746898829936981,20
739,90.66487121582031,0.0,138.0,0.0,-0.0024495365796610713,181.85248947143555,0.7963550612330437,20
740,89.40888977050781,0.0,136.61,0.0,0.0022182445973157883,154.05392456054688,0.8305281475186348,20
741,84.29788208007812,0.0,130.57,0.0,-0.0017366938991472125,299.0764961242676,0.8649750202894211,20
742,90.3948745727539,0.0,133.6,0.0,0.0028365662292344496,400.1343698501587,0.9064283072948456,20
743,90.96886444091797,0.0,132.21,0.0,-0.0005387291312217712,496.3681888580322,0.9183278679847717,20
744,80.37389373779297,0.0,127.56,0.0,0.00019744737073779106,390.7328567504883,0.8315814137458801,20
745,89.37185668945312,0.0,136.88,0.0,0.00046494975686073303,263.9990005493164,0.8509774804115295,20
746,88.72985076904297,0.0,138.05,0.0,-0.0003173351287841797,114.45251560211182,0.8231116235256195,20
747,92.14788055419922,0.0,138.52,0.0,-0.00043221376836299896,208.22009658813477,0.7955682352185249,20
748,92.1468734741211,0.0,137.13,0.0,-0.0012941602617502213,116.95411825180054,0.7998510152101517,20
749,86.37586975097656,0.0,131.09,0.0,0.0020127364550717175,286.0263671875,0.797581173479557,20
750,85.03887939453125,0.0,131.56,0.0,-0.0023703239858150482,218.24078273773193,0.808675229549408,20
751,82.0628890991211,0.0,130.17,0.0,-0.004977659409632906,127.75095653533936,0.8010685443878174,20
752,79.92189025878906,0.0,124.13,0.0,-0.0016387132927775383,266.9974422454834,0.7818471491336823,20
753,83.40388488769531,0.0,127.16,0.0,-0.0009151620324701071,199.27425956726074,0.7735187485814095,20
754,80.42789459228516,0.0,125.77,0.0,-0.007042951183393598,84.79765129089355,0.7661162614822388,20
755,75.58191680908203,0.0,119.73,0.0,0.000931259710341692,279.72275161743164,0.7455468326807022,20
756,86.09086608886719,0.0,130.44,0.0,-0.0016136241611093283,209.4053440093994,0.7441166341304779,20
757,87.5788803100586,0.0,131.61,0.0,-0.000856497063068673,126.42462348937988,0.7611455544829369,20
758,87.5918960571289,0.0,132.08,0.0,0.002635275828652084,415.7544479370117,0.7817439213395119,20
759,85.19088745117188,0.0,130.69,0.0,-0.0056442320346832275,107.96399354934692,0.7507917135953903,20
760,80.06989288330078,0.0,124.65,0.0,-0.0025137864286080003,243.3812961578369,0.7586227431893349,20
761,78.53290557861328,0.0,125.12,0.0,0.0006449241191148758,358.4738960266113,0.7504836395382881,20
762,76.24191284179688,0.0,123.73,0.0,-0.004053016193211079,142.29062366485596,0.7569788098335266,20
763,75.48590087890625,0.0,117.69,0.0,-0.0015111137181520462,254.56819343566895,0.7702994868159294,20
764,85.37789916992188,0.0,120.72,0.0,0.00035026809200644493,231.75951099395752,0.7875329703092575,20
765,82.55691528320312,0.0,119.33,0.0,-0.000372360460460186,88.05650043487549,0.8016725555062294,20
766,78.5459213256836,0.0,113.29,0.0,-0.0003606051323004067,258.79354095458984,0.8006546795368195,20
767,88.40289306640625,0.0,124.14,0.01,-0.0007887636893428862,286.1731662750244,0.7958494126796722,20
768,89.55590057373047,0.0,125.31,0.01,-0.0012687509879469872,105.37123489379883,0.7839534431695938,20
769,88.35089874267578,0.0,124.61,0.01,-0.0008014291524887085,274.0857639312744,0.7498448863625526,20
770,97.47386932373047,0.0,130.88,0.01,-0.0003721702378243208,241.5315284729004,0.752386063337326,20
771,98.17985534667969,0.0,131.37,0.01,-0.0009411039063706994,168.63941478729248,0.7465313374996185,20
772,97.07987976074219,0.0,130.67,0.01,-0.0003522392362356186,242.42428398132324,0.7413159087300301,20
773,95.88887023925781,0.0,129.28,0.01,-0.0026564806466922164,118.3461742401123,0.7408899515867233,20
774,91.7138900756836,0.0,124.63,0.01,0.0007290379144251347,292.0924777984619,0.7247568666934967,20
775,87.44389343261719,0.0,123.93,0.01,-0.0003531714901328087,214.46437644958496,0.7378465905785561,20
776,86.48290252685547,0.0,122.54,0.01,-0.00597236305475235,101.01981449127197,0.7715595290064812,20
777,83.09789276123047,0.0,117.89,0.01,0.00045167363714426756,339.8803520202637,0.7786683440208435,20
778,95.0478744506836,0.0,129.99,0.01,-0.002032111122389324,219.86729049682617,0.7824838235974312,20
779,96.33586883544922,0.0,131.16,0.01,-0.00012352224439382553,129.76737880706787,0.8019627705216408,20
780,98.48587799072266,0.0,130.46,0.01,-0.0009366772137582302,285.55605125427246,0.797854445874691,20
781,106.09186553955078,0.0,138.85,0.01,-0.00019605737179517746,249.38336181640625,0.8575817123055458,20
782,106.2338638305664,0.0,139.78,0.01,-0.00023266859352588654,141.71567249298096,0.8397379964590073,20
783,105.66886901855469,0.0,139.08,0.01,-0.0001265774480998516,291.7344055175781,0.8730620816349983,20
784,103.94287872314453,0.0,137.69,0.01,-0.002725306578213349,147.75541496276855,0.9276762902736664,20
785,98.49287414550781,0.0,133.04,0.01,0.0009426269680261612,319.20090675354004,0.8721456006169319,20
786,97.53288269042969,0.0,132.34,0.01,-0.0010812762193381786,235.00621795654297,0.8992545530200005,20
787,95.63189697265625,0.0,130.95,0.01,-0.0014513805508613586,107.20325183868408,0.8795554637908936,20
788,93.35589599609375,0.0,127.09,0.0,-0.0004845153307542205,230.6108798980713,0.840609572827816,20
789,98.212890625,0.0,130.12,0.0,-0.0019742404110729694,231.99257850646973,0.852979876101017,20
790,96.94189453125,0.0,128.73,0.0,-0.0007384847849607468,139.08137607574463,0.838363915681839,20
